Industry,State,Country,Stage,Account Name,Amount,CloseDate (Epoch days),CloseDate (Epoch seconds),AccountType,CloseDate,Name
Transportation,South Carolina,United States,Closed Won,Bailey19 Inc,95651,17959,1551657600,Partner,3/4/2019,Opportunity for Walton1035
Communications,Tennessee,United States,Closed Won,Hicks332 Inc,12466,18717,1617148800,Partner,3/31/2021,Opportunity for Mendez1036
Engineering,Maryland,United States,Closed Won,Paul453 Inc,44916,18114,1565049600,Partner,8/6/2019,Opportunity for Ortiz1039
Utilities,Utah,United States,Closed Won,Conner513 Inc,2210,18284,1579737600,Partner,1/23/2020,Opportunity for Lopez1040
Finance,Illinois,United States,Closed Won,Rodriguez608 Inc,13591,18420,1591488000,Customer,6/7/2020,Opportunity for Houston1041
Retail,Minnesota,United States,Closed Won,Wood74 Inc,28819,19047,1645660800,Customer,2/24/2022,Opportunity for Jackson1400
Finance,Colorado,United States,Closed Won,Greene248 Inc,27193,18921,1634774400,Partner,10/21/2021,Opportunity for Gutierrez1402
Agriculture,,United States,Qualification,Henderson891 Inc,54368,18958,1637971200,Customer,11/27/2021,Opportunity for Dixon1405
Biotechnology,Virginia,United States,Qualification,Horton569 Inc,73356,18274,1578873600,Partner,1/13/2020,Opportunity for Cobb1406
Technology,New York,United States,Closed Lost,Ferguson911 Inc,79230,18460,1594944000,Partner,7/17/2020,Opportunity for Maxwell1410
Telecommunications,Pennsylvania,United States,Closed Won,Butler249 Inc,3779,18688,1614643200,Partner,3/2/2021,Opportunity for Perez1411
Engineering,Virginia,United States,Closed Won,Cain574 Inc,75509,18638,1610323200,Partner,1/11/2021,Opportunity for Hart1416
Communications,Oklahoma,United States,Closed Won,Doyle498 Inc,7884,18119,1565481600,Customer,8/11/2019,Opportunity for Martin1417
Utilities,Louisiana,United States,Closed Won,Gardner499 Inc,75798,19170,1656288000,Customer,6/27/2022,Opportunity for Hines1779
Biotechnology,Utah,United States,Closed Won,Reed186 Inc,18964,18055,1559952000,Customer,6/8/2019,Opportunity for Morrison1784
Technology,Georgia,United States,Closed Won,Brown495 Inc,31101,19029,1644105600,Partner,2/6/2022,Opportunity for Paul1791
Technology,Texas,United States,Needs Analysis,Conner538 Inc,43108,19325,1669680000,Partner,11/29/2022,Opportunity for Andrews1792
Technology,Alaska,United States,Qualification,Burton810 Inc,4518,19243,1662595200,Customer,9/8/2022,Opportunity for Guzman1793
Biotechnology,Oregon,United States,Qualification,Pittman435 Inc,41680,18557,1603324800,Customer,10/22/2020,Opportunity for Watson1794
Communications,New York,,Closed Won,Griffith580 Inc,11877,18589,1606089600,Partner,11/23/2020,Opportunity for Massey1797
Utilities,Oregon,,Closed Won,Hines651 Inc,21874,17928,1548979200,Customer,2/1/2019,Opportunity for Nelson1799
Telecommunications,Connecticut,United States,Closed Won,Bryant250 Inc,82313,19019,1643241600,Partner,1/27/2022,Opportunity for Pittman658
Communications,Arizona,,Closed Won,West49 Inc,33109,18487,1597276800,Partner,8/13/2020,Opportunity for Erickson659
Banking,Nevada,United States,Proposal/Price Quote,Wright507 Inc,22330,18535,1601424000,Customer,9/30/2020,Opportunity for Cunningham662
Electronics,Florida,United States,Closed Won,Freeman571 Inc,35138,18284,1579737600,Partner,1/23/2020,Opportunity for Perkins665
Electronics,Washington,United States,Closed Won,Quinn144 Inc,29400,18028,1557619200,Partner,5/12/2019,Opportunity for Luna668
Finance,Texas,United States,Value Proposition,Webster118 Inc,6278,17917,1548028800,Partner,1/21/2019,Opportunity for Stevenson670
Finance,Oklahoma,United States,Closed Lost,Wood74 Inc,31364,19086,1649030400,Customer,4/4/2022,Opportunity for Ramirez671
Finance,Kentucky,United States,Closed Won,Clayton557 Inc,54456,18601,1607126400,Partner,12/5/2020,Opportunity for Brown672
Banking,Nevada,United States,Closed Won,Webster87 Inc,73947,19275,1665360000,Customer,10/10/2022,Opportunity for Barton675
Technology,Massachusetts,United States,Closed Won,Greer831 Inc,4674,18106,1564358400,Partner,7/29/2019,Opportunity for Duncan681
Healthcare,California,United States,Value Proposition,Ross388 Inc,43264,18956,1637798400,Partner,11/25/2021,Opportunity for Colon1047
Electronics,Texas,United States,Closed Won,Rowe333 Inc,5142,18700,1615680000,Partner,3/14/2021,Opportunity for McKenzie1054
Consulting,California,United States,Closed Lost,Rivera969 Inc,18376,18832,1627084800,Partner,7/24/2021,Opportunity for Webb1055
Media,Connecticut,United States,Closed Won,Dunn368 Inc,27599,19270,1664928000,Partner,10/5/2022,Opportunity for Hart1061
Communications,Colorado,United States,Perception Analysis,Bowman940 Inc,82528,19007,1642204800,Partner,1/15/2022,Opportunity for Vega1066
Healthcare,New York,United States,Closed Won,Fields265 Inc,39635,18560,1603584000,Partner,10/25/2020,Opportunity for Owen1424
Transportation,Florida,United States,Closed Lost,Robbins449 Inc,84031,18217,1573948800,Customer,11/17/2019,Opportunity for Love1426
Finance,Tennessee,United States,Needs Analysis,Greer746 Inc,45066,18121,1565654400,Partner,8/13/2019,Opportunity for Flowers1427
Finance,Texas,United States,Needs Analysis,Morales41 Inc,9121,19307,1668124800,Customer,11/11/2022,Opportunity for Keller1431
Biotechnology,California,United States,Closed Lost,Strickland686 Inc,39470,18254,1577145600,Customer,12/24/2019,Opportunity for Allison1432
Engineering,Oklahoma,United States,Closed Won,Reeves202 Inc,94576,19041,1645142400,Partner,2/18/2022,Opportunity for Dixon1438
Banking,Texas,United States,Needs Analysis,Thomas208 Inc,26390,18616,1608422400,Partner,12/20/2020,Opportunity for Chandler1439
Engineering,Alabama,United States,Closed Lost,Black702 Inc,19467,17979,1553385600,Partner,3/24/2019,Opportunity for Conner1442
Biotechnology,,United States,Closed Lost,Todd566 Inc,71096,18752,1620172800,Partner,5/5/2021,Opportunity for Robbins1443
Telecommunications,Illinois,United States,Closed Won,Owens441 Inc,38799,18755,1620432000,Customer,5/8/2021,Opportunity for Berry1447
Apparel,,United States,Closed Lost,Zimmerman646 Inc,73650,18866,1630022400,Partner,8/27/2021,Opportunity for Neal1804
Biotechnology,,United States,Closed Won,Romero457 Inc,35446,19085,1648944000,Partner,4/3/2022,Opportunity for Marsh1806
Engineering,,United States,Closed Won,Hodges632 Inc,30515,18853,1628899200,Customer,8/14/2021,Opportunity for Carlson1808
Media,Pennsylvania,United States,Closed Won,Newman432 Inc,11026,18016,1556582400,Partner,4/30/2019,Opportunity for Fleming1809
Telecommunications,Texas,United States,Closed Lost,Aguilar870 Inc,51659,18331,1583798400,Partner,3/10/2020,Opportunity for Matthews1810
Retail,Alabama,United States,Closed Won,Hogan989 Inc,18826,18161,1569110400,Partner,9/22/2019,Opportunity for Daniel1811
Utilities,Missouri,United States,Perception Analysis,Beck894 Inc,43232,19202,1659052800,Partner,7/29/2022,Opportunity for Chandler1816
Apparel,Arizona,United States,Closed Won,Crawford14 Inc,15647,18072,1561420800,Partner,6/25/2019,Opportunity for Hicks1818
Transportation,Texas,United States,Perception Analysis,Simpson342 Inc,29805,18354,1585785600,Partner,4/2/2020,Opportunity for Moss1820
Retail,Virginia,United States,Closed Won,Underwood142 Inc,16216,18762,1621036800,Partner,5/15/2021,Opportunity for Miles1826
Agriculture,Utah,United States,Closed Won,Mann440 Inc,15234,18497,1598140800,Customer,8/23/2020,Opportunity for Greer1
Energy,South Carolina,United States,Qualification,Phillips552 Inc,55436,19116,1651622400,Partner,5/4/2022,Opportunity for Conner5
Manufacturing,Missouri,United States,Closed Lost,Thomas148 Inc,35236,18959,1638057600,Partner,11/28/2021,Opportunity for Wood9
Communications,Illinois,United States,Closed Lost,Ross364 Inc,80768,18660,1612224000,Partner,2/2/2021,Opportunity for Hogan11
Manufacturing,Massachusetts,United States,Closed Won,Cortez324 Inc,86304,18567,1604188800,Partner,11/1/2020,Opportunity for Jefferson17
Agriculture,New Jersey,United States,Negotiation/Review,Owens441 Inc,65992,18047,1559260800,Customer,5/31/2019,Opportunity for McLaughlin130
Apparel,Kansas,United States,Perception Analysis,Gibson62 Inc,4128,18564,1603929600,Partner,10/29/2020,Opportunity for Chandler133
Insurance,Oregon,United States,Closed Won,Warren653 Inc,26243,19039,1644969600,Partner,2/16/2022,Opportunity for Rice134
Technology,Oklahoma,United States,Qualification,Conner513 Inc,66155,18124,1565913600,Customer,8/16/2019,Opportunity for Barnes141
Finance,,United States,Perception Analysis,Harris13 Inc,38220,19106,1650758400,Customer,4/24/2022,Opportunity for Edwards146
Biotechnology,Pennsylvania,United States,Needs Analysis,Dean902 Inc,76390,18885,1631664000,Partner,9/15/2021,Opportunity for Williams149
Electronics,California,United States,Closed Lost,Bishop597 Inc,7466,19156,1655078400,Partner,6/13/2022,Opportunity for Wagner150
Apparel,,United States,Needs Analysis,Gordon630 Inc,89689,17897,1546300800,Partner,1/1/2019,Opportunity for Dennis260
Apparel,Florida,United States,Closed Won,Joseph361 Inc,85043,17964,1552089600,Customer,3/9/2019,Opportunity for Pittman263
Media,Texas,United States,Prospecting,Fox572 Inc,85508,19083,1648771200,Customer,4/1/2022,Opportunity for Holmes265
Finance,New Mexico,United States,Closed Won,Todd690 Inc,28154,18013,1556323200,Customer,4/27/2019,Opportunity for Murphy267
Communications,Texas,United States,Closed Won,Roberson601 Inc,90807,18805,1624752000,Partner,6/27/2021,Opportunity for Freeman268
Telecommunications,Indiana,United States,Closed Won,Wise244 Inc,39003,18187,1571356800,Customer,10/18/2019,Opportunity for Terry269
Apparel,Washington,United States,Closed Won,Briggs955 Inc,9171,18797,1624060800,Partner,6/19/2021,Opportunity for Butler275
Engineering,Texas,United States,Qualification,Daniels141 Inc,4946,18631,1609718400,Partner,1/4/2021,Opportunity for Collier276
Agriculture,Virginia,United States,Closed Won,Oliver444 Inc,51760,19135,1653264000,Partner,5/23/2022,Opportunity for Alexander278
Engineering,New York,United States,Qualification,Wright507 Inc,70080,18298,1580947200,Partner,2/6/2020,Opportunity for Allison281
Electronics,Virginia,United States,Closed Won,Figueroa68 Inc,92408,17949,1550793600,Partner,2/22/2019,Opportunity for Delgado355
Finance,,United States,Closed Won,Jackson589 Inc,64923,18107,1564444800,Partner,7/30/2019,Opportunity for Bryant359
Education,District of Columbia,,Needs Analysis,Scott708 Inc,25228,17946,1550534400,Partner,2/19/2019,Opportunity for Wise361
Consulting,Ohio,United States,Closed Won,Hart828 Inc,73350,18420,1591488000,Partner,6/7/2020,Opportunity for Hunt362
Energy,South Carolina,United States,Perception Analysis,Carlson744 Inc,64875,18354,1585785600,Partner,4/2/2020,Opportunity for Scott363
Biotechnology,Ohio,United States,Closed Won,Munoz724 Inc,13453,18085,1562544000,Customer,7/8/2019,Opportunity for McCoy365
Apparel,Ohio,,Closed Won,Ross364 Inc,96969,18690,1614816000,Partner,3/4/2021,Opportunity for Love368
Manufacturing,Connecticut,United States,Closed Lost,King177 Inc,72372,18314,1582329600,Partner,2/22/2020,Opportunity for Rios369
Transportation,,United States,Closed Won,Padilla472 Inc,59426,17994,1554681600,Partner,4/8/2019,Opportunity for Gordon370
Education,Minnesota,United States,Closed Won,West706 Inc,63794,18343,1584835200,Partner,3/22/2020,Opportunity for Harrington373
Telecommunications,District of Columbia,United States,Closed Won,McGuire26 Inc,5906,18165,1569456000,Partner,9/26/2019,Opportunity for Pearson374
Engineering,Virginia,United States,Closed Won,Perkins198 Inc,47371,17961,1551830400,Customer,3/6/2019,Opportunity for Clayton375
Utilities,California,United States,Closed Won,Banks379 Inc,49906,18304,1581465600,Partner,2/12/2020,Opportunity for Mathis376
Banking,,United States,Closed Won,Barnett543 Inc,22094,19234,1661817600,Customer,8/30/2022,Opportunity for Gray19
Education,West Virginia,United States,Prospecting,Duncan433 Inc,53014,18199,1572393600,Customer,10/30/2019,Opportunity for Hawkins22
Transportation,,United States,Negotiation/Review,Lowe496 Inc,33514,18207,1573084800,Partner,11/7/2019,Opportunity for McCormick23
Consulting,Ohio,United States,Closed Won,Vega718 Inc,11840,19340,1670976000,Customer,12/14/2022,Opportunity for Cox29
Engineering,California,United States,Closed Won,Tucker284 Inc,44841,18571,1604534400,Partner,11/5/2020,Opportunity for Bass32
Apparel,Texas,United States,Perception Analysis,Watts685 Inc,53843,17942,1550188800,Partner,2/15/2019,Opportunity for Butler33
Communications,District of Columbia,United States,Closed Won,Wade723 Inc,73023,18767,1621468800,Partner,5/20/2021,Opportunity for Alvarez35
Biotechnology,Florida,United States,Closed Lost,Smith558 Inc,65344,18828,1626739200,Partner,7/20/2021,Opportunity for Nunez37
Energy,District of Columbia,United States,Closed Won,Bennett519 Inc,71882,19155,1654992000,Customer,6/12/2022,Opportunity for Wilkins38
Media,,United States,Closed Lost,Rogers668 Inc,40438,19019,1643241600,Partner,1/27/2022,Opportunity for Stevens152
Healthcare,Massachusetts,United States,Closed Lost,Stevenson954 Inc,41560,18852,1628812800,Customer,8/13/2021,Opportunity for Vega154
Manufacturing,Texas,United States,Negotiation/Review,Rios384 Inc,52060,18714,1616889600,Partner,3/28/2021,Opportunity for Moss156
Manufacturing,,United States,Closed Won,Barnett543 Inc,38911,18940,1636416000,Customer,11/9/2021,Opportunity for Mendoza161
Education,Pennsylvania,United States,Prospecting,Maldonado464 Inc,59644,18019,1556841600,Customer,5/3/2019,Opportunity for Todd162
Telecommunications,Washington,United States,Closed Won,Silva224 Inc,64143,17985,1553904000,Partner,3/30/2019,Opportunity for Snyder164
Biotechnology,California,United States,Closed Won,Flores188 Inc,90174,17939,1549929600,Partner,2/12/2019,Opportunity for Cunningham175
Technology,North Carolina,United States,Proposal/Price Quote,Allen182 Inc,29388,18336,1584230400,Partner,3/15/2020,Opportunity for Bush283
Banking,District of Columbia,United States,Closed Won,Graves33 Inc,72124,18464,1595289600,Partner,7/21/2020,Opportunity for Pearson288
Transportation,Illinois,United States,Negotiation/Review,Stone555 Inc,13542,18015,1556496000,Partner,4/29/2019,Opportunity for Higgins293
Energy,New York,United States,Perception Analysis,Jefferson859 Inc,10851,18708,1616371200,Partner,3/22/2021,Opportunity for Francis298
Banking,Arkansas,United States,Value Proposition,Graves925 Inc,3066,19008,1642291200,Customer,1/16/2022,Opportunity for McBride299
Electronics,Iowa,United States,Closed Won,Stone533 Inc,13682,18168,1569715200,Partner,9/29/2019,Opportunity for Miller300
Telecommunications,Kentucky,United States,Perception Analysis,Thompson622 Inc,2367,17949,1550793600,Partner,2/22/2019,Opportunity for Cross303
Engineering,Delaware,United States,Closed Lost,Stevenson884 Inc,20421,19020,1643328000,Partner,1/28/2022,Opportunity for Pierce304
Electronics,Texas,United States,Perception Analysis,Harris13 Inc,56062,18214,1573689600,Partner,11/14/2019,Opportunity for Figueroa377
Biotechnology,Louisiana,United States,Closed Won,Rodriguez768 Inc,94047,17921,1548374400,Partner,1/25/2019,Opportunity for Collins378
Media,Indiana,United States,Closed Won,George280 Inc,83990,18418,1591315200,Partner,6/5/2020,Opportunity for Burke383
Apparel,Massachusetts,United States,Closed Won,Medina787 Inc,11631,18521,1600214400,Partner,9/16/2020,Opportunity for May386
Engineering,Texas,United States,Needs Analysis,Phillips722 Inc,76858,18732,1618444800,Customer,4/15/2021,Opportunity for Hart387
Media,New York,United States,Closed Won,Green672 Inc,85803,18424,1591833600,Customer,6/11/2020,Opportunity for Perry395
Communications,Texas,United States,Prospecting,Thornton799 Inc,59621,17923,1548547200,Customer,1/27/2019,Opportunity for Nunez399
Telecommunications,District of Columbia,United States,Closed Won,Todd690 Inc,54419,18724,1617753600,Partner,4/7/2021,Opportunity for Goodwin400
Communications,Ohio,United States,Closed Lost,Newman145 Inc,7161,19298,1667347200,Partner,11/2/2022,Opportunity for Shaw178
Manufacturing,California,United States,Value Proposition,Brock75 Inc,42133,18855,1629072000,Partner,8/16/2021,Opportunity for Lambert182
Banking,Kansas,United States,Needs Analysis,Christensen892 Inc,10848,18134,1566777600,Partner,8/26/2019,Opportunity for Blair183
Insurance,,United States,Qualification,Thomas631 Inc,66932,18406,1590278400,Partner,5/24/2020,Opportunity for Barber186
Communications,Nevada,United States,Closed Lost,Crawford184 Inc,98440,19028,1644019200,Partner,2/5/2022,Opportunity for Owens189
Electronics,Georgia,United States,Closed Lost,McCarthy162 Inc,21882,18498,1598227200,Partner,8/24/2020,Opportunity for Reid191
Telecommunications,,United States,Closed Lost,Hardy12 Inc,7402,18021,1557014400,Customer,5/5/2019,Opportunity for Ellis192
Media,Iowa,United States,Perception Analysis,Marsh614 Inc,45318,19194,1658361600,Customer,7/21/2022,Opportunity for Frazier196
Healthcare,Michigan,United States,Closed Won,Torres548 Inc,69714,19337,1670716800,Customer,12/11/2022,Opportunity for Douglas198
Communications,California,United States,Closed Won,Thompson622 Inc,49632,18209,1573257600,Partner,11/9/2019,Opportunity for Phelps203
Engineering,Arizona,United States,Needs Analysis,Bryan926 Inc,71995,18456,1594598400,Partner,7/13/2020,Opportunity for Phelps205
Finance,Virginia,United States,Qualification,Crawford536 Inc,32123,17944,1550361600,Partner,2/17/2019,Opportunity for Morton406
Engineering,Washington,United States,Closed Won,Arnold813 Inc,8671,18005,1555632000,Partner,4/19/2019,Opportunity for Abbott414
Consulting,Ohio,United States,Closed Lost,Moran300 Inc,69553,18188,1571443200,Partner,10/19/2019,Opportunity for West206
Insurance,New York,United States,Closed Won,Long31 Inc,98501,19005,1642032000,Partner,1/13/2022,Opportunity for Horton207
Education,Connecticut,United States,Closed Won,Nichols662 Inc,59868,19137,1653436800,Partner,5/25/2022,Opportunity for Johnston49
Media,Texas,United States,Closed Won,Porter466 Inc,74505,18864,1629849600,Customer,8/25/2021,Opportunity for Potter50
Communications,Indiana,United States,Closed Won,Keller1 Inc,20567,17933,1549411200,Customer,2/6/2019,Opportunity for Logan51
Retail,California,United States,Closed Won,Pittman113 Inc,32690,18504,1598745600,Customer,8/30/2020,Opportunity for Parker53
Media,Ohio,,Closed Won,Mann440 Inc,68021,18124,1565913600,Partner,8/16/2019,Opportunity for Jordan57
Energy,California,United States,Closed Lost,McGuire151 Inc,68268,18217,1573948800,Partner,11/17/2019,Opportunity for Moss58
Utilities,Kansas,United States,Perception Analysis,Cannon212 Inc,24129,18870,1630368000,Partner,8/31/2021,Opportunity for Bowen59
Media,Florida,United States,Closed Lost,Cross242 Inc,59308,19105,1650672000,Partner,4/23/2022,Opportunity for Cooper60
Electronics,Texas,United States,Value Proposition,Kim800 Inc,91657,18113,1564963200,Partner,8/5/2019,Opportunity for Bennett62
Telecommunications,California,United States,Closed Won,Black598 Inc,19721,18010,1556064000,Partner,4/24/2019,Opportunity for Black67
Media,Georgia,United States,Closed Won,Ellis805 Inc,11213,18692,1614988800,Customer,3/6/2021,Opportunity for Lowe69
Insurance,New York,United States,Qualification,Myers320 Inc,85879,18786,1623110400,Partner,6/8/2021,Opportunity for Schwartz75
Apparel,Florida,United States,Closed Lost,Bradley791 Inc,80047,19075,1648080000,Customer,3/24/2022,Opportunity for Morales81
Biotechnology,Ohio,United States,Closed Lost,Maldonado464 Inc,70704,18848,1628467200,Partner,8/9/2021,Opportunity for Willis82
Telecommunications,Illinois,United States,Closed Lost,Goodman21 Inc,59252,19071,1647734400,Partner,3/20/2022,Opportunity for Thompson83
Banking,Texas,United States,Closed Won,Castillo620 Inc,52743,18204,1572825600,Partner,11/4/2019,Opportunity for Saunders86
Media,,United States,Value Proposition,Floyd832 Inc,42943,18356,1585958400,Customer,4/4/2020,Opportunity for Adams87
Biotechnology,Florida,United States,Closed Won,Bush454 Inc,42867,18517,1599868800,Partner,9/12/2020,Opportunity for Peters89
Healthcare,California,,Closed Lost,Diaz190 Inc,27560,19090,1649376000,Customer,4/8/2022,Opportunity for Becker94
Healthcare,,United States,Closed Won,Payne750 Inc,70262,18336,1584230400,Partner,3/15/2020,Opportunity for Graham101
Biotechnology,Ohio,United States,Closed Lost,Edwards434 Inc,18811,18411,1590710400,Customer,5/29/2020,Opportunity for Hughes209
Utilities,,United States,Closed Won,McCarthy602 Inc,23879,18531,1601078400,Customer,9/26/2020,Opportunity for Aguilar210
Insurance,New York,United States,Closed Won,Walton636 Inc,92610,18537,1601596800,Customer,10/2/2020,Opportunity for Lopez212
Education,Pennsylvania,United States,Closed Won,Bass661 Inc,64760,18881,1631318400,Customer,9/11/2021,Opportunity for Guzman213
Apparel,,United States,Closed Won,Becker755 Inc,34597,18094,1563321600,Customer,7/17/2019,Opportunity for Cain216
Communications,Texas,United States,Closed Won,Banks379 Inc,86326,19199,1658793600,Customer,7/26/2022,Opportunity for Johnson217
Banking,Tennessee,United States,Closed Won,Stone207 Inc,56191,19159,1655337600,Customer,6/16/2022,Opportunity for Santos218
Biotechnology,Indiana,United States,Closed Won,Lee192 Inc,55923,18975,1639440000,Partner,12/14/2021,Opportunity for Becker221
Finance,Texas,United States,Closed Won,Cox450 Inc,70180,17922,1548460800,Partner,1/26/2019,Opportunity for McCoy227
Energy,Alaska,United States,Closed Lost,Collins451 Inc,69075,18050,1559520000,Partner,6/3/2019,Opportunity for Lee231
Insurance,Connecticut,,Needs Analysis,Gordon406 Inc,99679,18761,1620950400,Partner,5/14/2021,Opportunity for Burns308
Finance,New Jersey,United States,Closed Won,Fleming816 Inc,1144,18816,1625702400,Partner,7/8/2021,Opportunity for Smith309
Manufacturing,Texas,United States,Needs Analysis,Ramirez137 Inc,59309,19167,1656028800,Partner,6/24/2022,Opportunity for Pope310
Energy,Oregon,United States,Closed Lost,Rodriguez768 Inc,68822,18351,1585526400,Partner,3/30/2020,Opportunity for Tyler313
Media,Oklahoma,United States,Qualification,Hart717 Inc,99899,18520,1600128000,Partner,9/15/2020,Opportunity for Olson321
Insurance,New York,United States,Closed Lost,Rose673 Inc,41168,18373,1587427200,Partner,4/21/2020,Opportunity for Holland322
Education,,United States,Closed Won,Daniel415 Inc,77404,19111,1651190400,Customer,4/29/2022,Opportunity for Martin324
Telecommunications,Florida,United States,Closed Won,Nelson829 Inc,53769,18737,1618876800,Partner,4/20/2021,Opportunity for Klein103
Retail,California,United States,Closed Lost,Arnold813 Inc,74214,19019,1643241600,Partner,1/27/2022,Opportunity for Swanson105
Consulting,Ohio,United States,Closed Won,James431 Inc,40074,18103,1564099200,Partner,7/26/2019,Opportunity for Ramirez108
Finance,Florida,United States,Closed Won,Glover937 Inc,16234,17945,1550448000,Partner,2/18/2019,Opportunity for Jones110
Apparel,Florida,United States,Closed Won,Moreno366 Inc,49990,19269,1664841600,Partner,10/4/2022,Opportunity for Adkins111
Telecommunications,Virginia,United States,Closed Won,Ramirez137 Inc,32874,18432,1592524800,Partner,6/19/2020,Opportunity for Lynch113
Energy,District of Columbia,United States,Closed Won,Freeman751 Inc,12737,17931,1549238400,Partner,2/4/2019,Opportunity for Carroll233
Technology,Missouri,United States,Closed Won,Gray676 Inc,62992,19177,1656892800,Partner,7/4/2022,Opportunity for Murphy234
Communications,California,United States,Closed Won,Obrien994 Inc,53237,18163,1569283200,Partner,9/24/2019,Opportunity for Butler235
Apparel,Ohio,United States,Closed Won,Bush454 Inc,83544,19321,1669334400,Partner,11/25/2022,Opportunity for Willis238
Healthcare,North Carolina,United States,Closed Lost,Lambert452 Inc,48041,18796,1623974400,Customer,6/18/2021,Opportunity for Padilla247
Agriculture,Nevada,United States,Closed Won,Myers581 Inc,50501,19070,1647648000,Partner,3/19/2022,Opportunity for Barnett252
Education,Missouri,United States,Closed Lost,Davidson606 Inc,57626,18864,1629849600,Partner,8/25/2021,Opportunity for Cooper256
Insurance,,United States,Closed Won,Bush454 Inc,33243,18609,1607817600,Partner,12/13/2020,Opportunity for Campbell329
Healthcare,California,United States,Closed Lost,Reed186 Inc,28151,18067,1560988800,Customer,6/20/2019,Opportunity for Reynolds330
Technology,Missouri,United States,Value Proposition,Pratt392 Inc,37482,18706,1616198400,Partner,3/20/2021,Opportunity for Fletcher332
Technology,Virginia,United States,Qualification,Keller1 Inc,46695,18651,1611446400,Customer,1/24/2021,Opportunity for Shaw336
Retail,California,United States,Closed Won,Holloway471 Inc,23696,18915,1634256000,Customer,10/15/2021,Opportunity for Roy337
Communications,Florida,United States,Closed Won,Walsh54 Inc,9294,18295,1580688000,Customer,2/3/2020,Opportunity for Brooks342
Transportation,Pennsylvania,United States,Closed Lost,Russell560 Inc,82271,19226,1661126400,Partner,8/22/2022,Opportunity for Gomez345
Electronics,Michigan,United States,Closed Lost,West49 Inc,51780,18722,1617580800,Partner,4/5/2021,Opportunity for Lamb346
Banking,Pennsylvania,,Qualification,Simmons663 Inc,32796,18577,1605052800,Customer,11/11/2020,Opportunity for Christensen684
Engineering,North Carolina,United States,Closed Lost,Marsh836 Inc,44317,18239,1575849600,Customer,12/9/2019,Opportunity for Murray689
Manufacturing,West Virginia,United States,Closed Lost,Schmidt289 Inc,66601,18221,1574294400,Partner,11/21/2019,Opportunity for Gomez694
Media,Oklahoma,United States,Closed Lost,Stokes935 Inc,92289,18639,1610409600,Partner,1/12/2021,Opportunity for McKenzie695
Energy,Florida,United States,Negotiation/Review,Fletcher429 Inc,63889,18379,1587945600,Partner,4/27/2020,Opportunity for Malone696
Technology,Utah,United States,Closed Lost,Weaver350 Inc,23993,19074,1647993600,Partner,3/23/2022,Opportunity for Ingram699
Telecommunications,,United States,Negotiation/Review,Ellis327 Inc,761,19084,1648857600,Customer,4/2/2022,Opportunity for Swanson1068
Biotechnology,California,United States,Closed Won,Glover254 Inc,63931,17955,1551312000,Partner,2/28/2019,Opportunity for Ramsey1069
Biotechnology,Arizona,United States,Closed Won,Jackson589 Inc,76038,18578,1605139200,Customer,11/12/2020,Opportunity for Graham1073
Education,Texas,United States,Closed Lost,Thomas208 Inc,25259,17948,1550707200,Partner,2/21/2019,Opportunity for Vaughn1076
Engineering,Texas,United States,Value Proposition,Webb165 Inc,83622,18974,1639353600,Partner,12/13/2021,Opportunity for Weber1078
Banking,Illinois,United States,Closed Won,Johnson960 Inc,74279,18961,1638230400,Partner,11/30/2021,Opportunity for Bowman1081
Consulting,Michigan,United States,Closed Won,Hill331 Inc,47873,18883,1631491200,Customer,9/13/2021,Opportunity for Maxwell1082
Banking,Connecticut,,Closed Won,Fleming710 Inc,1037,18860,1629504000,Partner,8/21/2021,Opportunity for Soto1087
Agriculture,Pennsylvania,United States,Needs Analysis,Allison992 Inc,35812,18820,1626048000,Partner,7/12/2021,Opportunity for Alvarez1088
Retail,Ohio,United States,Closed Lost,Owens588 Inc,48248,18103,1564099200,Customer,7/26/2019,Opportunity for Chandler1451
Utilities,Idaho,United States,Prospecting,Ingram644 Inc,59308,18674,1613433600,Partner,2/16/2021,Opportunity for Grant1452
Consulting,Minnesota,United States,Value Proposition,Fleming762 Inc,76616,19045,1645488000,Partner,2/22/2022,Opportunity for Bates1455
Manufacturing,Ohio,United States,Closed Lost,Harris13 Inc,51802,18831,1626998400,Partner,7/23/2021,Opportunity for Paul1460
Biotechnology,Louisiana,United States,Value Proposition,Graham705 Inc,63737,18877,1630972800,Partner,9/7/2021,Opportunity for Cruz1461
Banking,Mississippi,United States,Prospecting,Myers581 Inc,44384,18152,1568332800,Partner,9/13/2019,Opportunity for Jacobs1464
Education,Virginia,United States,Needs Analysis,Bass271 Inc,50863,18462,1595116800,Partner,7/19/2020,Opportunity for Lee1827
Apparel,Alabama,United States,Qualification,Gordon406 Inc,89349,18337,1584316800,Partner,3/16/2020,Opportunity for Cross1834
Finance,California,United States,Closed Won,Wagner421 Inc,22309,18352,1585612800,Partner,3/31/2020,Opportunity for McGee1836
Electronics,North Dakota,United States,Qualification,Salazar150 Inc,21773,19112,1651276800,Partner,4/30/2022,Opportunity for Ramirez1837
Agriculture,New York,United States,Closed Won,Arnold813 Inc,99568,19318,1669075200,Partner,11/22/2022,Opportunity for Lawson1843
Consulting,Michigan,United States,Value Proposition,Robertson5 Inc,57936,18082,1562284800,Partner,7/5/2019,Opportunity for Medina1844
